scientificName,vernacularName,namePublishedIn,custom_TaxonAsRecorded,basisOfRecord,eventDate,locality,locationID,fieldNotes,custom_TransectStartLatitude,custom_TransectStartLongitude,custom_TransectEndLatitude,custom_TransectEndLongitude,geodeticDatum,coordinateUncertaintyInMeters,locationRemarks,verbatimCoordinates,verbatimCoordinateSystem,verbatimSRS,individualCount,custom_CoordinateBearing,custom_Transect,custom_InterceptPoint,decimalLongitude,decimalLatitude,taxonRank,coordinate_flag,taxonomic_flag,eventDate_flag
Rhizophora mangle,Red mangrove,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhizmang,Human Observation,2004-03-25,BICY,375-64,NA,25.8429,-81.3738,25.8434,-81.3763,WGS84,314,"Cell #B47,endpoint estimated using arcmap","17N 2858345 E, 462537 N",UTM,WGS84,1,240,375,64,-81.37518216985374,25.842177877819555,species,A,A,A
Tillandsia utriculata,"Giant wild-pine, Giant airplant",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillutri,Human Observation,2002-08-01,BICY,192-56,NA,26.1696,-81.2652,26.1718,-81.2654,WGS84,314,Cell #M11,"17N 2894488 E, 473501 N",UTM,WGS84,1,355,192,56,-81.26532205167302,26.170858836433094,species,A,A,A
Persea palustris,Swamp bay,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,perspalu,Human Observation,2002-08-28,BICY,228-58,NA,26.0141,-80.8956,26.0134,-80.8981,WGS84,314,Cell #AX28,"17N 2877249 E, 510444 N",UTM,WGS84,1,260,228,58,-80.89702645986932,26.013872721609076,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-06-03,BICY,353-18,NA,26.0243,-81.0653,26.0246,-81.0678,WGS84,314,Cell #AG27,"17N 2878374 E, 493467 N",UTM,WGS84,1,295,353,18,-81.06570744343719,26.024471658440273,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-02-06,BICY,454-79,NA,25.953,-81.3496,25.9516,-81.3514,WGS84,314,Cell #D35,"17N 2870527 E, 464999 N",UTM,WGS84,1,240,454,79,-81.35130769732359,25.952108642004475,species,A,A,A
Amphicarpum muhlenbergianum,Blue-maidencane,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,amphmuhl,Human Observation,2004-04-02,BICY,395-79,NA,26.2527,-80.9439,26.2531,-80.9415,WGS84,314,Cell #AS02,"17N 2903676 E, 505602 N",UTM,WGS84,1,80,395,79,-80.94195310216915,26.253009535802367,species,A,A,A
Chrysobalanus icaco,Coco-plum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,chryicac,Human Observation,2003-02-05,BICY,467-61,NA,26.1795,-80.9405,26.1786,-80.9427,WGS84,314,Cell #AS10,"17N 2895569 E, 505946 N",UTM,WGS84,1,250,467,61,-80.94193352617964,26.17902921281956,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-05-31,BICY,203-14,NA,26.2044,-81.066,26.2044,-81.066,WGS84,314,Cell #AG07 (was mislabeled as AD31),"17N 2898326 E, 493407 N",UTM,WGS84,1,50,203,14,-81.06573173327054,26.204603062625544,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-05-23,BICY,530-98,NA,25.8048,-80.9224,25.8066,-80.9227,WGS84,314,Cell #AU51,"17N 2854064 E, 507777 N",UTM,WGS84,1,5,530,98,-80.92218706621945,25.807003074644793,species,A,A,A
Eupatorium mikanioides,"Semaphore eupatorium, Semaphore thoroughwort",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,eupamika,Human Observation,2002-06-17,BICY,144-2,NA,25.8329,-81.1112,25.8352,-81.1114,WGS84,314,"Cell #AB48, W of Monroe Station S of Tamiami Trai","17N 2857179 E, 488852 N",UTM,WGS84,1,5,144,2,-81.1111956534657,25.83294496054299,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2003-06-04,BICY,524-100,NA,25.98,-80.8747,25.9783,-80.8761,WGS84,314,Cell #AZ32,"17N 2873479 E, 512543 N",UTM,WGS84,1,225,524,100,-80.87646536582642,25.9784043541861,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-04-28,BICY,406-83,NA,25.8144,-81.0821,25.8152,-81.0841,WGS84,314,Cell #AE50,"17N 2855128 E, 491772 N",UTM,WGS84,1,300,406,83,-81.08389209731841,25.81533648619446,species,A,A,A
Cassytha filiformis,"Lovevine, Devil's gut",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cassfili,Human Observation,2002-09-19,BICY,220-68,NA,26.1911,-80.8875,26.1922,-80.8853,WGS84,314,Cell #AY09,"17N 2896849 E, 511241 N",UTM,WGS84,1,60,220,68,-80.88602708693261,26.19186720325253,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2002-07-17,BICY,164-96,NA,26.0432,-81.0379,26.0418,-81.0359,WGS84,314,"Cell #AJ25, Central Pines","17N 2880474 E, 496209 N",UTM,WGS84,1,130,164,96,-81.0360630042715,26.04180752587444,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-08-21,BICY,240-93,NA,25.9999,-80.9093,26.0006,-80.907,WGS84,314,Cell #AW30,"17N 2875680 E, 509076 N",UTM,WGS84,1,80,240,93,-80.9070130089734,26.00026440047971,species,A,A,A
Salix caroliniana,Coastal Plain willow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,salicaro,Human Observation,2002-05-09,BICY,183-75,NA,25.9254,-80.8441,25.9234,-80.8439,WGS84,314,Cell #BC38,"17N 2867427 E, 515616 N",UTM,WGS84,1,180,183,75,-80.8441,25.923707560685404,species,A,A,A
Proserpinaca palustris,"Mermaid weed, Marsh mermaidweed",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,prospalu,Human Observation,2002-11-05,BICY,280-70,NA,25.8708,-81.2282,25.8686,-81.228,WGS84,314,Cell #Q44,"17N 2861398 E, 477142 N",UTM,WGS84,1,180,280,70,-81.2282,25.869220378092397,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-06-17,BICY,333-40,NA,25.8815,-81.1742,25.8816,-81.1766,WGS84,314,Cell #V43,"17N 2862570 E, 482551 N",UTM,WGS84,1,260,333,40,-81.17518266477126,25.881343254938653,species,A,A,A
Schinus terebinthifolius,Brazilian-pepper,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,schitere,Human Observation,2002-11-15,BICY,286-15,NA,25.8652,-81.3462,25.8636,-81.3461,WGS84,314,Cell #E45,"17N 2860800 E, 465316 N",UTM,WGS84,1,180,286,15,-81.3462,25.864861509359002,species,A,A,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2002-08-28,BICY,229-69,NA,26.0141,-80.8956,26.0125,-80.894,WGS84,314,Cell #AX28,"17N 2877249 E, 510444 N",UTM,WGS84,1,140,229,69,-80.8944923740018,26.012907245382276,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-04-24,BICY,612-32,NA,25.7194,-81.0846,25.7177,-81.0832,WGS84,314,Cell #AE61,"17N 2844609 E, 491518 N",UTM,WGS84,1,150,612,32,-81.08420141453159,25.718774618385467,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2002-05-22,BICY,219-28,NA,25.7737,-81.0393,25.7735,-81.0388,WGS84,314,Cell #AJ55 (North of Loop Road),"17N 2850623 E, 496063 N",UTM,WGS84,1,155,219,28,-81.0390050792215,25.773127342635146,species,A,A,A
Baccharis glomeruliflora,Silverling,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,baccglom,Human Observation,2003-11-26,BICY,476-20,NA,25.8062,-80.8845,25.804,-80.8852,WGS84,314,Cell #AY51,"17N 2854223 E, 511582 N",UTM,WGS84,1,210,476,20,-80.88474929761783,25.80580914128499,species,A,A,A
Elytraria caroliniensis var. angustifolia,Narrowleaf Carolina scalystem,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,elytcaroangu,Human Observation,2002-08-08,BICY,257-88,NA,26.1826,-80.8868,26.1821,-80.8845,WGS84,314,Cell #AY10,"17N 2895910 E, 511309 N",UTM,WGS84,1,110,257,88,-80.8847319111967,26.181920827330956,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2003-01-04,BICY,459-12,NA,26.2036,-80.9318,26.203,-80.934,WGS84,314,Cell #AT07,"17N 2898234 E, 506815 N",UTM,WGS84,1,250,459,12,-80.9320820640969,26.203507387568916,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2004-05-12,BICY,363-81,NA,25.9823,-80.9107,25.982,-80.9132,WGS84,314,Cell #AV32,"17N 2873723 E, 508938 N",UTM,WGS84,1,270,363,81,-80.9127223161197,25.98229998586822,species,A,A,A
Quercus laurifolia,"Laurel oak, Diamond oak",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,querlaur,Human Observation,2002-08-01,BICY,193-56,NA,26.1696,-81.2652,26.1674,-81.2645,WGS84,314,Cell #M11,"17N 2894488 E, 473501 N",UTM,WGS84,1,170,193,56,-81.26495683073348,26.168355552150047,species,A,A,A
Persea palustris,Swamp bay,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,perspalu,Human Observation,2004-03-24,BICY,371-6,NA,25.9769,-81.3355,25.9771,-81.333,WGS84,314,Cell #F32,"17N 2873174 E, 466418 N",UTM,WGS84,1,90,371,6,-81.33535020564831,25.976899999922473,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2003-02-11,BICY,491-26,NA,25.8735,-81.2566,25.8745,-81.2587,WGS84,314,Cell #N44,"17N 2861698 E, 474294 N",UTM,WGS84,1,300,491,26,-81.2571616558755,25.873793357120466,species,A,A,A
Tillandsia fasciculata var. densispica,"Stiff-leaved wild-pine, Cardinal airplant",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillfascdens,Human Observation,2003-02-06,BICY,453-54,NA,25.953,-81.3496,25.9508,-81.3501,WGS84,314,Cell #D35,"17N 2870527 E, 464999 N",UTM,WGS84,1,200,453,54,-81.35006099656393,25.9518549353032,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-07-12,BICY,157-65,NA,25.7641,-80.8619,25.7635,-80.8642,WGS84,314,"Cell #BA56, Lysiloma Hammock","17N 2849565 E, 513849 N",UTM,WGS84,1,270,157,65,-80.86351986784605,25.764099990987226,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-09-18,BICY,225-74,NA,25.7079,-81.0433,25.7099,-81.0433,WGS84,314,Cell #AI62,"17N 2843334 E, 495652 N",UTM,WGS84,1,5,225,74,-81.04313934443759,25.709563568393484,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-04-24,BICY,177-64,NA,25.8539,-80.96,25.8543,-80.9575,WGS84,314,Cell #AR46/1812,"17N 2859501 E, 504007 N",UTM,WGS84,1,85,177,64,-80.9584099225389,25.854025864139842,NA,A,R,A
Tripsacum dactyloides,"Eastern gamagrass, Fakahatchee grass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tripdact,Human Observation,2003-11-26,BICY,476-32,NA,25.8062,-80.8845,25.804,-80.8852,WGS84,314,Cell #AY51,"17N 2854223 E, 511582 N",UTM,WGS84,1,210,476,32,-80.88489887540338,25.805574625840734,species,A,A,A
Andropogon glomeratus var. pumilus,Common bushy bluestem,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,andrglompumi,Human Observation,2004-05-12,BICY,362-21,NA,25.9823,-80.9107,25.98,-80.9103,WGS84,314,Cell #AV32,"17N 2873723 E, 508938 N",UTM,WGS84,1,180,362,21,-80.9107,25.981826120755663,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2003-02-21,BICY,452-20,NA,26.0064,-80.9098,26.0048,-80.908,WGS84,314,Cell #AW29,"17N 2876396 E, 509026 N",UTM,WGS84,1,140,452,20,-80.90947896762079,26.00605427454934,NA,A,R,A
Dichanthelium erectifolium,Erectleaf witchgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,dicherec,Human Observation,2004-04-08,BICY,440-35,NA,26.2229,-81.2349,26.2233,-81.2373,WGS84,314,Cell #P05,"17N 2900391 E, 476537 N",UTM,WGS84,1,290,440,35,-81.23572282521577,26.223170115697435,species,A,A,A
Proserpinaca palustris,"Mermaid weed, Marsh mermaidweed",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,prospalu,Human Observation,2002-11-05,BICY,280-15,NA,25.8708,-81.2282,25.8686,-81.228,WGS84,314,Cell #Q44,"17N 2861398 E, 477142 N",UTM,WGS84,1,180,280,15,-81.2282,25.87046150962017,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-05-09,BICY,182-99,NA,25.9254,-80.8441,25.927,-80.8422,WGS84,314,Cell #BC38,"17N 2867427 E, 515616 N",UTM,WGS84,1,50,182,99,-80.84220743998783,25.926835987641123,species,A,A,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2004-06-10,BICY,315-4,NA,26.1551,-81.1871,26.1539,-81.1851,WGS84,314,Cell #U13,"17N 2892878 E, 481301 N",UTM,WGS84,1,125,315,4,-81.18701807326325,26.155048228652266,species,A,A,A
Juncus polycephalos,Manyhead rush,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,juncpoly,Human Observation,2004-04-01,BICY,402-3,NA,26.1781,-81.0927,26.1782,-81.0902,WGS84,314,Cell #AD10,"17N 2895406 E, 490734 N",UTM,WGS84,1,90,402,3,-81.0926249746918,26.17809999998045,species,A,A,A
Cassytha filiformis,"Lovevine, Devil's gut",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cassfili,Human Observation,2003-02-11,BICY,489-99,NA,26.0752,-81.293,26.0762,-81.2954,WGS84,314,Cell #J21,"17N 2884040 E, 470692 N",UTM,WGS84,1,300,489,99,-81.29514227882372,26.076316970693977,species,A,A,A
Salix caroliniana,Coastal Plain willow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,salicaro,Human Observation,2004-04-06,BICY,423-32,NA,25.7633,-80.9177,25.765,-80.9164,WGS84,314,Cell #AV56,"17N 2849471 E, 508257 N",UTM,WGS84,1,50,423,32,-80.91708910165129,25.763764170725214,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2004-06-02,BICY,357-55,NA,25.9555,-81.0064,25.9541,-81.0084,WGS84,314,Cell #AM35,"17N 2870752 E, 499364 N",UTM,WGS84,1,240,357,55,-81.00758893103298,25.954879436661777,NA,A,R,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2004-03-31,BICY,318-48,NA,26.1349,-81.057,26.1348,-81.0596,WGS84,314,Cell #AH15,"17N 2890624 E, 494305 N",UTM,WGS84,1,270,318,48,-81.05819996290961,26.134899995003934,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2004-04-07,BICY,437-61,NA,26.2515,-81.2499,26.25,-81.2482,WGS84,314,Cell #O02,"17N 2903558 E, 475040 N",UTM,WGS84,1,140,437,61,-81.24891881158993,26.250445570923535,NA,A,R,A
Chrysobalanus icaco,Coco-plum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,chryicac,Human Observation,2004-04-06,BICY,434-56,NA,25.8173,-81.1012,25.8187,-81.1007,WGS84,314,Cell #AC50,"17N 2855456 E, 489854 N",UTM,WGS84,1,20,434,56,-81.10072246625163,25.81848749497714,species,A,A,A
Taxodium distichum,Bald cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxodist,Human Observation,2003-04-24,BICY,613-82,NA,25.7194,-81.0846,25.7216,-81.0853,WGS84,314,Cell #AE61,"17N 2844609 E, 491518 N",UTM,WGS84,1,345,613,82,-81.08512871340668,25.721187398735886,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2003-01-04,BICY,459-60,NA,26.2036,-80.9318,26.203,-80.934,WGS84,314,Cell #AT07,"17N 2898234 E, 506815 N",UTM,WGS84,1,250,459,60,-80.93321031602116,26.203136932301497,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-03-30,BICY,389-99,NA,26.1428,-80.8861,26.142,-80.8883,WGS84,314,Cell #AY14,"17N 2891503 E, 511389 N",UTM,WGS84,1,250,389,99,-80.88842580872736,26.14203592446244,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-03-31,BICY,318-40,NA,26.1349,-81.057,26.1348,-81.0596,WGS84,314,Cell #AH15,"17N 2890624 E, 494305 N",UTM,WGS84,1,270,318,40,-81.05799996909136,26.13489999653051,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-07-17,BICY,164-28,NA,26.0432,-81.0379,26.0418,-81.0359,WGS84,314,"Cell #AJ25, Central Pines","17N 2880474 E, 496209 N",UTM,WGS84,1,130,164,28,-81.03736420509647,26.042793864154078,species,A,A,A
